Accession.ID	country	Pango.lineage
EPI_ISL_11860491	Israel	BA.2
EPI_ISL_11892874	France	BA.2
EPI_ISL_9979283	France	BA.2
EPI_ISL_9979150	France	BA.2
EPI_ISL_10757924	France	BA.2
EPI_ISL_11317752	France	BA.2
EPI_ISL_11615760	Germany	BA.2
EPI_ISL_12013865	Germany	BA.2
EPI_ISL_11861718	Israel	BA.2
EPI_ISL_12091049	Israel	BA.2
EPI_ISL_12094940	Israel	BA.2
EPI_ISL_10911888	Germany	BA.2
EPI_ISL_12094706	Israel	BA.2
EPI_ISL_11890119	Switzerland	BA.2
EPI_ISL_10406990	Bangladesh	BA.2
EPI_ISL_10062970	Belgium	BA.2
EPI_ISL_11850499	Israel	BA.2
EPI_ISL_10520926	India	BA.2
EPI_ISL_11095772	France	BA.2
EPI_ISL_11951653	United Kingdom	BA.2
EPI_ISL_10812811	Denmark	BA.2
EPI_ISL_11948968	United Kingdom	BA.2
EPI_ISL_10311798	India	BA.2
EPI_ISL_10311704	India	BA.2
EPI_ISL_10928077	India	BA.2
EPI_ISL_10520874	India	BA.2
EPI_ISL_8452500	India	BA.2
EPI_ISL_12014362	Germany	BA.2
EPI_ISL_10123721	India	BA.2
EPI_ISL_11344036	France	BA.2
EPI_ISL_11494123	France	BA.2
EPI_ISL_10913690	Germany	BA.2
EPI_ISL_11460254	Germany	BA.2
EPI_ISL_11843186	USA	BA.2
EPI_ISL_11458701	Germany	BA.2
EPI_ISL_12193203	Germany	BA.2
EPI_ISL_10763615	Germany	BA.2
EPI_ISL_12095190	Israel	BA.2
EPI_ISL_12046745	USA	BA.2
EPI_ISL_11945780	United Kingdom	BA.2
EPI_ISL_11829890	United Kingdom	BA.2
EPI_ISL_11948826	United Kingdom	BA.2
EPI_ISL_11843689	USA	BA.2.26
EPI_ISL_11925105	United Kingdom	BA.2
EPI_ISL_12180705	USA	BA.2
EPI_ISL_11755136	USA	BA.2
EPI_ISL_11850491	Israel	BA.2
EPI_ISL_11940237	United Kingdom	BA.2
EPI_ISL_11756165	USA	BA.2
EPI_ISL_11843682	USA	BA.2
EPI_ISL_11458721	Germany	BA.2
EPI_ISL_11458712	Germany	BA.2
EPI_ISL_11933397	United Kingdom	BA.2
EPI_ISL_11458692	Germany	BA.2
EPI_ISL_11950916	United Kingdom	BA.2
EPI_ISL_11618611	Germany	BA.2
EPI_ISL_11654944	Germany	BA.2
EPI_ISL_12199198	Germany	BA.2
EPI_ISL_12022253	Germany	BA.2
EPI_ISL_11850406	Israel	BA.2
EPI_ISL_12091127	Israel	BA.2
EPI_ISL_11419177	Italy	BA.2
EPI_ISL_11780367	Italy	BA.2
EPI_ISL_11799494	Italy	BA.2
EPI_ISL_11799498	Italy	BA.2
EPI_ISL_11799334	Italy	BA.2
EPI_ISL_11451691	Germany	BA.2
EPI_ISL_11564434	Italy	BA.2
EPI_ISL_10906151	Germany	BA.2
EPI_ISL_11610100	Germany	BA.2
EPI_ISL_10906170	Germany	BA.2
EPI_ISL_10297355	Germany	BA.2
EPI_ISL_10905723	Germany	BA.2
EPI_ISL_9716414	Germany	BA.2
EPI_ISL_11861866	Israel	BA.2
EPI_ISL_11667435	Germany	BA.2
EPI_ISL_11889897	Switzerland	BA.2
EPI_ISL_9322910	Philippines	BA.2
EPI_ISL_10441514	France	BA.2
EPI_ISL_11323645	India	BA.2
EPI_ISL_10906142	Germany	BA.2
EPI_ISL_10739464	Germany	BA.2
EPI_ISL_9782206	India	BA.2
EPI_ISL_10906095	Germany	BA.2
EPI_ISL_11493491	USA	BA.2
EPI_ISL_11261699	USA	BA.2
EPI_ISL_11427528	USA	BA.2
EPI_ISL_12133803	USA	BA.2
EPI_ISL_12061023	USA	BA.2
EPI_ISL_12060838	USA	BA.2.32
EPI_ISL_12133805	USA	BA.2.32
EPI_ISL_12060820	USA	BA.2.32
EPI_ISL_10869322	USA	BA.2
EPI_ISL_10816532	Israel	BA.2
EPI_ISL_11233662	Spain	BA.2
EPI_ISL_11519939	Denmark	BA.2
EPI_ISL_10795096	Turkey	BA.2
EPI_ISL_12194265	Germany	BA.2
EPI_ISL_11300070	Switzerland	BA.2
EPI_ISL_11892872	France	BA.2
EPI_ISL_12198150	Germany	BA.2
EPI_ISL_11497190	France	BA.2
EPI_ISL_12093667	Israel	BA.2
EPI_ISL_12091631	Israel	BA.2
EPI_ISL_11667464	Germany	BA.2
EPI_ISL_11617152	Germany	BA.2
EPI_ISL_12194230	Germany	BA.2
EPI_ISL_11833505	Denmark	BA.2
EPI_ISL_10794699	France	BA.2
EPI_ISL_11232363	United Kingdom	BA.2
EPI_ISL_11609585	United Kingdom	BA.2
EPI_ISL_10937506	United Kingdom	BA.2
EPI_ISL_12105715	United Kingdom	BA.2
EPI_ISL_11602662	United Kingdom	BA.2
EPI_ISL_11752554	United Kingdom	BA.2
EPI_ISL_11813608	United Kingdom	BA.2
EPI_ISL_11958573	United Kingdom	BA.2
EPI_ISL_11747116	United Kingdom	BA.2
EPI_ISL_11964641	Canada	BA.2
EPI_ISL_11001020	United Kingdom	BA.2
EPI_ISL_11470000	Germany	BA.2
EPI_ISL_11617622	Germany	BA.2
EPI_ISL_11610489	Germany	BA.2
EPI_ISL_11460083	Germany	BA.2
EPI_ISL_11617088	Germany	BA.2
EPI_ISL_11667466	Germany	BA.2
EPI_ISL_11811357	Pakistan	BA.2
EPI_ISL_9733658	Germany	BA.2
EPI_ISL_12199608	Germany	BA.2
EPI_ISL_10297183	Germany	BA.2
EPI_ISL_11314469	United Kingdom	BA.2
EPI_ISL_12163717	Denmark	BA.2
EPI_ISL_10048136	United Kingdom	BA.2
EPI_ISL_11039441	United Kingdom	BA.2
EPI_ISL_11750414	United Kingdom	BA.2
EPI_ISL_10486157	United Kingdom	BA.2
EPI_ISL_11688169	United Kingdom	BA.2
EPI_ISL_11958227	United Kingdom	BA.2
EPI_ISL_10938528	United Kingdom	BA.2
EPI_ISL_9566279	United Kingdom	BA.2
EPI_ISL_11031500	United Kingdom	BA.2
EPI_ISL_12133008	France	BA.2
EPI_ISL_12026262	Germany	BA.2
EPI_ISL_12192253	USA	BA.2
EPI_ISL_11904918	USA	BA.2
EPI_ISL_12046567	USA	BA.2
EPI_ISL_12116883	USA	BA.2
EPI_ISL_11604048	United Kingdom	BA.2
EPI_ISL_12183142	USA	BA.2
EPI_ISL_12169020	USA	BA.2
EPI_ISL_12116396	USA	BA.2
EPI_ISL_10915593	Germany	BA.2
EPI_ISL_10511126	Denmark	BA.2
EPI_ISL_10814341	Denmark	BA.2
EPI_ISL_10983608	Denmark	BA.2
EPI_ISL_11285838	Denmark	BA.2
EPI_ISL_11210504	Denmark	BA.2
EPI_ISL_11863616	USA	BA.2.10
EPI_ISL_12000745	USA	BA.2.10
EPI_ISL_12049629	USA	BA.2
EPI_ISL_11695192	Indonesia	BA.2
EPI_ISL_12086446	Indonesia	BA.2
EPI_ISL_10910059	Indonesia	BA.2
EPI_ISL_10945340	Belgium	BA.2
EPI_ISL_11702053	United Kingdom	BA.2
EPI_ISL_11798145	Switzerland	BA.2
EPI_ISL_11695275	Indonesia	BA.2.3
EPI_ISL_11648599	Germany	BA.2
EPI_ISL_11480000	United Kingdom	BA.2
EPI_ISL_12108378	United Kingdom	BA.2
EPI_ISL_12044304	United Kingdom	BA.2
EPI_ISL_11745725	United Kingdom	BA.2
EPI_ISL_12096015	United Kingdom	BA.2
EPI_ISL_11479974	Germany	BA.2
EPI_ISL_11276226	France	BA.2
EPI_ISL_10265685	Switzerland	BA.2
EPI_ISL_11450423	Switzerland	BA.2
EPI_ISL_12014549	Germany	BA.2
EPI_ISL_11951902	France	BA.2
EPI_ISL_10763261	Germany	BA.2
EPI_ISL_11195911	United Kingdom	BA.2
EPI_ISL_11890706	USA	BA.2
EPI_ISL_11825099	France	BA.2
EPI_ISL_12101528	USA	BA.2
EPI_ISL_12103009	United Kingdom	BA.2
EPI_ISL_11837407	United Kingdom	BA.2
EPI_ISL_11041754	United Kingdom	BA.2
EPI_ISL_12193947	Germany	BA.2
EPI_ISL_12091854	Israel	BA.2
EPI_ISL_10764587	Germany	BA.2
EPI_ISL_12103645	United Kingdom	BA.2
EPI_ISL_11469558	Germany	BA.2
EPI_ISL_11388035	USA	BA.2
EPI_ISL_11562415	United Kingdom	BA.2
EPI_ISL_11813152	United Kingdom	BA.2
EPI_ISL_12103450	United Kingdom	BA.2
EPI_ISL_11321536	United Kingdom	BA.2
EPI_ISL_11561804	United Kingdom	BA.2
EPI_ISL_11007267	United Kingdom	BA.2
EPI_ISL_10486481	United Kingdom	BA.2
EPI_ISL_12141278	United Kingdom	BA.2
EPI_ISL_11745431	United Kingdom	BA.2
EPI_ISL_9749928	United Kingdom	BA.2
EPI_ISL_10394308	United Kingdom	BA.2
EPI_ISL_11510103	United Kingdom	BA.2
EPI_ISL_11181404	United Kingdom	BA.2
EPI_ISL_11664926	Germany	BA.2
EPI_ISL_11599753	United Kingdom	BA.2
EPI_ISL_10799297	United Kingdom	BA.2
EPI_ISL_11617364	Germany	BA.2
EPI_ISL_11042087	United Kingdom	BA.2
EPI_ISL_12105132	United Kingdom	BA.2
EPI_ISL_11474941	United Kingdom	BA.2
EPI_ISL_12008262	Ireland	BA.2
EPI_ISL_11586306	Hong Kong	BA.2.2
EPI_ISL_12151290	Hong Kong	BA.2.2
EPI_ISL_11204769	Hong Kong	BA.2.2
EPI_ISL_11455612	Switzerland	BA.2
EPI_ISL_11587415	United Kingdom	BA.2
EPI_ISL_10805599	United Kingdom	BA.2
EPI_ISL_11867042	United Kingdom	BA.2
EPI_ISL_11344645	United Kingdom	BA.2
EPI_ISL_11951949	France	BA.2
EPI_ISL_11351140	USA	BA.2
EPI_ISL_12161977	Denmark	BA.2
EPI_ISL_9941614	USA	BA.2
EPI_ISL_11006253	United Kingdom	BA.2
EPI_ISL_11957618	United Kingdom	BA.2
EPI_ISL_10800834	United Kingdom	BA.2
EPI_ISL_11584889	United Kingdom	BA.2
EPI_ISL_10551268	United Kingdom	BA.2
EPI_ISL_11649420	United Kingdom	BA.2
EPI_ISL_11279742	United Kingdom	BA.2
EPI_ISL_10933395	United Kingdom	BA.2
EPI_ISL_11401333	United Kingdom	BA.2
EPI_ISL_11918920	United Kingdom	BA.2
EPI_ISL_11354640	Czech Republic	BA.2
EPI_ISL_12146063	Turkey	BA.2
EPI_ISL_10872967	USA	BA.2
EPI_ISL_11758522	USA	BA.2
EPI_ISL_11636206	Germany	BA.2
EPI_ISL_12175233	Netherlands	BA.2
EPI_ISL_12082033	Netherlands	BA.2
EPI_ISL_11530945	USA	BA.2
EPI_ISL_10816182	Germany	BA.2
EPI_ISL_10801600	India	BA.2
EPI_ISL_10801606	India	BA.2
EPI_ISL_12029483	USA	BA.2
EPI_ISL_10121538	India	BA.2
EPI_ISL_10523169	India	BA.2
EPI_ISL_10801610	India	BA.2
EPI_ISL_9220964	Germany	BA.2
EPI_ISL_10523200	India	BA.2
EPI_ISL_9969171	India	BA.2
EPI_ISL_9419494	India	BA.2
EPI_ISL_10801550	India	BA.2
EPI_ISL_12185052	Canary Islands	BA.2
EPI_ISL_9419513	India	BA.2
EPI_ISL_12139789	Canary Islands	BA.2
EPI_ISL_10297045	Germany	BA.2
EPI_ISL_10523182	India	BA.2
EPI_ISL_10910377	Germany	BA.2
EPI_ISL_11309737	Italy	BA.2
EPI_ISL_12066166	United Kingdom	BA.2
EPI_ISL_10523228	India	BA.2
EPI_ISL_10801580	India	BA.2
EPI_ISL_12102753	United Kingdom	BA.2
EPI_ISL_11153038	United Kingdom	BA.2
EPI_ISL_12097725	United Kingdom	BA.2
EPI_ISL_11676900	Germany	BA.2
EPI_ISL_11822067	Germany	BA.2
EPI_ISL_11703744	United Kingdom	BA.2
EPI_ISL_11509952	France	BA.2
EPI_ISL_12102697	United Kingdom	BA.2
EPI_ISL_11076600	United Kingdom	BA.2
EPI_ISL_11003484	United Kingdom	BA.2
EPI_ISL_12140243	France	BA.2
EPI_ISL_11034007	United Kingdom	BA.2
EPI_ISL_12031415	United Kingdom	BA.2
EPI_ISL_11007167	United Kingdom	BA.2
EPI_ISL_11320711	United Kingdom	BA.2
EPI_ISL_12031057	United Kingdom	BA.2
EPI_ISL_11562598	United Kingdom	BA.2
EPI_ISL_11812911	United Kingdom	BA.2
EPI_ISL_11641332	United Kingdom	BA.2
EPI_ISL_11046627	United Kingdom	BA.2
EPI_ISL_11280007	United Kingdom	BA.2
EPI_ISL_11752361	United Kingdom	BA.2
EPI_ISL_11752356	United Kingdom	BA.2
EPI_ISL_11752038	United Kingdom	BA.2
EPI_ISL_11695017	United Kingdom	BA.2
EPI_ISL_12030939	United Kingdom	BA.2
EPI_ISL_12083934	USA	BA.2
EPI_ISL_11932415	United Kingdom	BA.2
EPI_ISL_11457683	Germany	BA.2
EPI_ISL_11994240	France	BA.2
EPI_ISL_11129395	United Kingdom	BA.2
EPI_ISL_10689796	United Kingdom	BA.2
EPI_ISL_11186202	United Kingdom	BA.2
EPI_ISL_11747760	United Kingdom	BA.2
EPI_ISL_11195198	United Kingdom	BA.2
EPI_ISL_10978070	United Kingdom	BA.2
EPI_ISL_12205147	United Kingdom	BA.2
EPI_ISL_11468777	Germany	BA.2
EPI_ISL_11672800	Germany	BA.2
EPI_ISL_11389512	United Kingdom	BA.2
EPI_ISL_10175792	United Kingdom	BA.2
EPI_ISL_11429583	United Kingdom	BA.2
EPI_ISL_9562643	United Kingdom	BA.2
EPI_ISL_10462913	United Kingdom	BA.2
EPI_ISL_10742787	Germany	BA.2
EPI_ISL_10726491	United Kingdom	BA.2
EPI_ISL_12178818	United Kingdom	BA.2
EPI_ISL_11870777	Singapore	BA.2
EPI_ISL_10297370	Germany	BA.2
EPI_ISL_11323229	United Kingdom	BA.2
EPI_ISL_12103385	United Kingdom	BA.2
EPI_ISL_11608090	United Kingdom	BA.2
EPI_ISL_10921559	Germany	BA.2
EPI_ISL_12179764	France	BA.2
EPI_ISL_11956811	United Kingdom	BA.2
EPI_ISL_11990220	Denmark	BA.2
EPI_ISL_12162701	Denmark	BA.2
EPI_ISL_11810265	United Kingdom	BA.2
EPI_ISL_12079741	United Kingdom	BA.2
EPI_ISL_11396997	United Kingdom	BA.2
EPI_ISL_11117789	Switzerland	BA.2
EPI_ISL_11376345	United Kingdom	BA.2
EPI_ISL_10335438	United Kingdom	BA.2
EPI_ISL_10802828	United Kingdom	BA.2
EPI_ISL_11770356	United Kingdom	BA.2
EPI_ISL_10884335	United Kingdom	BA.2
EPI_ISL_10768027	United Kingdom	BA.2
EPI_ISL_11957290	United Kingdom	BA.2
EPI_ISL_11284222	United Kingdom	BA.2
EPI_ISL_11587482	United Kingdom	BA.2.3
EPI_ISL_11704365	USA	BA.2
EPI_ISL_11870052	USA	BA.2
EPI_ISL_10732024	Denmark	BA.2
EPI_ISL_10401684	Denmark	BA.2
EPI_ISL_10255804	Denmark	BA.2
EPI_ISL_10400466	Denmark	BA.2
EPI_ISL_11747039	United Kingdom	BA.2
EPI_ISL_11949941	United Kingdom	BA.2
EPI_ISL_11232863	United Kingdom	BA.2
EPI_ISL_12044473	United Kingdom	BA.2
EPI_ISL_12159491	United Kingdom	BA.2
EPI_ISL_10750811	United Kingdom	BA.2
EPI_ISL_11611771	Germany	BA.2
EPI_ISL_12020662	Germany	BA.2
EPI_ISL_12177748	France	BA.2
EPI_ISL_11482675	United Kingdom	BA.2
EPI_ISL_10913797	Germany	BA.2
EPI_ISL_10782218	USA	BA.2
EPI_ISL_11488460	USA	BA.2
EPI_ISL_11906317	Slovakia	BA.2
EPI_ISL_10734691	United Kingdom	BA.2
EPI_ISL_10799836	United Kingdom	BA.2
EPI_ISL_11749655	Netherlands	BA.2
EPI_ISL_11749637	Netherlands	BA.2
EPI_ISL_9858390	USA	BA.2
EPI_ISL_9858441	USA	BA.2
EPI_ISL_11525944	India	BA.2
EPI_ISL_12166634	USA	BA.2
EPI_ISL_11472577	United Kingdom	BA.2
EPI_ISL_11513168	United Kingdom	BA.2
EPI_ISL_9510100	India	BA.2.23
EPI_ISL_11115035	Denmark	BA.2
EPI_ISL_11813584	United Kingdom	BA.2
EPI_ISL_11143216	Japan	BA.2.24
EPI_ISL_11143074	Japan	BA.2.24
EPI_ISL_11535602	Japan	BA.2.24
EPI_ISL_12198838	Germany	BA.2.3
EPI_ISL_11127720	United Kingdom	BA.2
EPI_ISL_12151804	United Kingdom	BA.2
EPI_ISL_10743956	United Kingdom	BA.2
EPI_ISL_12031509	United Kingdom	BA.2
EPI_ISL_12204647	United Kingdom	BA.2
EPI_ISL_12044595	United Kingdom	BA.2.1
EPI_ISL_11657732	United Kingdom	BA.2.1
EPI_ISL_11111985	United Kingdom	BA.2
EPI_ISL_10675353	United Kingdom	BA.2
EPI_ISL_11493838	United Kingdom	BA.2.1
EPI_ISL_11512137	United Kingdom	BA.2.1
EPI_ISL_11610499	Germany	BA.2.1
EPI_ISL_10542496	United Kingdom	BA.2.1
EPI_ISL_9821267	United Kingdom	BA.2.1
EPI_ISL_12032035	United Kingdom	BA.2
EPI_ISL_12103617	United Kingdom	BA.2
EPI_ISL_11320367	United Kingdom	BA.2.1
EPI_ISL_12102642	United Kingdom	BA.2.1
EPI_ISL_12044688	United Kingdom	BA.2.1
EPI_ISL_11656472	United Kingdom	BA.2.1
EPI_ISL_11322878	United Kingdom	BA.2.1
EPI_ISL_11476352	United Kingdom	BA.2.1
EPI_ISL_12140888	United Kingdom	BA.2.1
EPI_ISL_10992109	United Kingdom	BA.2.1
EPI_ISL_11731367	United Kingdom	BA.2.1
EPI_ISL_10412787	United Kingdom	BA.2.1
EPI_ISL_11801368	United Kingdom	BA.2.1
EPI_ISL_11045861	United Kingdom	BA.2.1
EPI_ISL_11006274	United Kingdom	BA.2
EPI_ISL_10976021	United Kingdom	BA.2.1
EPI_ISL_11748155	United Kingdom	BA.2.1
EPI_ISL_10412802	United Kingdom	BA.2.1
EPI_ISL_11391217	United Kingdom	BA.2.1
EPI_ISL_10852909	United Kingdom	BA.2.1
EPI_ISL_10735536	United Kingdom	BA.2.1
EPI_ISL_10336044	United Kingdom	BA.2.1
EPI_ISL_10193084	United Kingdom	BA.2
EPI_ISL_11400229	United Kingdom	BA.2
EPI_ISL_12177768	France	BA.2
EPI_ISL_12140908	France	BA.2
EPI_ISL_11278981	France	BA.2
EPI_ISL_12025168	France	BA.2
EPI_ISL_12140302	France	BA.2
EPI_ISL_10772598	United Kingdom	BA.2
EPI_ISL_12151897	United Kingdom	BA.2
EPI_ISL_11633975	France	BA.2
EPI_ISL_11242131	France	BA.2
EPI_ISL_12115928	USA	BA.2
EPI_ISL_10726594	United Kingdom	BA.2.3
EPI_ISL_11544359	United Kingdom	BA.2
EPI_ISL_10730769	Denmark	BA.2
EPI_ISL_11058343	United Kingdom	BA.2
EPI_ISL_11122597	United Kingdom	BA.2
EPI_ISL_11633525	Guadeloupe	BA.2
EPI_ISL_11004285	United Kingdom	BA.2
EPI_ISL_12138113	Denmark	BA.2
EPI_ISL_11960439	United Kingdom	BA.2
EPI_ISL_11477708	United Kingdom	BA.2
EPI_ISL_12045294	United Kingdom	BA.2
EPI_ISL_10627554	United Kingdom	BA.2
EPI_ISL_12106356	United Kingdom	BA.2
EPI_ISL_11242525	France	BA.2
EPI_ISL_11083792	France	BA.2
EPI_ISL_10366233	France	BA.2
EPI_ISL_11243855	France	BA.2
EPI_ISL_11812771	United Kingdom	BA.2
EPI_ISL_11879499	United Kingdom	BA.2
EPI_ISL_11885630	United Kingdom	BA.2
EPI_ISL_11314705	United Kingdom	BA.2
EPI_ISL_11084108	France	BA.2
EPI_ISL_12076302	United Kingdom	BA.2
EPI_ISL_11916311	France	BA.2
EPI_ISL_11746948	United Kingdom	BA.2
EPI_ISL_12108460	United Kingdom	BA.2
EPI_ISL_12108223	United Kingdom	BA.2
EPI_ISL_12108293	United Kingdom	BA.2
EPI_ISL_10930556	United Kingdom	BA.2
EPI_ISL_11753429	United Kingdom	BA.2
EPI_ISL_11425750	France	BA.2
EPI_ISL_11920091	France	BA.2
EPI_ISL_11490943	USA	BA.2
EPI_ISL_11856275	Israel	BA.2
EPI_ISL_11424570	France	BA.2
EPI_ISL_11856279	Israel	BA.2
EPI_ISL_11855646	Israel	BA.2
EPI_ISL_11489513	USA	BA.2
EPI_ISL_11003699	United Kingdom	BA.2
EPI_ISL_12008009	Israel	BA.2
EPI_ISL_11747962	United Kingdom	BA.2
EPI_ISL_11243605	France	BA.2
EPI_ISL_11860010	Israel	BA.2
EPI_ISL_10582818	United Kingdom	BA.2
EPI_ISL_11083928	France	BA.2
EPI_ISL_11916133	France	BA.2
EPI_ISL_11916359	France	BA.2
EPI_ISL_11759742	France	BA.2
EPI_ISL_10589355	United Kingdom	BA.2
EPI_ISL_11424392	France	BA.2
EPI_ISL_12140591	United Kingdom	BA.2
EPI_ISL_11920527	France	BA.2
EPI_ISL_11812983	United Kingdom	BA.2
EPI_ISL_11885369	United Kingdom	BA.2
EPI_ISL_11322189	United Kingdom	BA.2
EPI_ISL_11320791	United Kingdom	BA.2
EPI_ISL_11747755	United Kingdom	BA.2
EPI_ISL_10927886	United Kingdom	BA.2
EPI_ISL_11587151	United Kingdom	BA.2
EPI_ISL_11001029	United Kingdom	BA.2
EPI_ISL_11004299	United Kingdom	BA.2
EPI_ISL_11228270	United Kingdom	BA.2
EPI_ISL_11968439	United Kingdom	BA.2
EPI_ISL_11401387	United Kingdom	BA.2.8
EPI_ISL_11099287	United Kingdom	BA.2.8
EPI_ISL_10573772	United Kingdom	BA.2.8
EPI_ISL_11288894	United Kingdom	BA.2.8
EPI_ISL_11647838	United Kingdom	BA.2.8
EPI_ISL_12204071	United Kingdom	BA.2.8
EPI_ISL_11398073	United Kingdom	BA.2.8
EPI_ISL_11885642	United Kingdom	BA.2.8
EPI_ISL_11376660	United Kingdom	BA.2
EPI_ISL_12183222	USA	BA.2
EPI_ISL_10754308	France	BA.2
EPI_ISL_12103448	United Kingdom	BA.2
EPI_ISL_11223346	United Kingdom	BA.2
EPI_ISL_11996578	United Kingdom	BA.2
EPI_ISL_11842591	USA	BA.2
EPI_ISL_11245832	France	BA.2
EPI_ISL_11062371	United Kingdom	BA.2
EPI_ISL_11958798	United Kingdom	BA.2
EPI_ISL_11494320	United Kingdom	BA.2
EPI_ISL_11000960	United Kingdom	BA.2
EPI_ISL_12115951	USA	BA.2
EPI_ISL_11955320	Israel	BA.2
EPI_ISL_11322120	United Kingdom	BA.2
EPI_ISL_12051480	USA	BA.2
EPI_ISL_11322404	United Kingdom	BA.2
EPI_ISL_11996682	United Kingdom	BA.2
EPI_ISL_12115683	Puerto Rico	BA.2
EPI_ISL_11959133	United Kingdom	BA.2
EPI_ISL_11002120	United Kingdom	BA.2
EPI_ISL_11428640	United Kingdom	BA.2
EPI_ISL_11957542	United Kingdom	BA.2
EPI_ISL_12085831	Germany	BA.2
EPI_ISL_11868831	France	BA.2
EPI_ISL_11836692	United Kingdom	BA.2
EPI_ISL_11562402	United Kingdom	BA.2
EPI_ISL_11044156	United Kingdom	BA.2
EPI_ISL_11039311	United Kingdom	BA.2
EPI_ISL_11479613	United Kingdom	BA.2
EPI_ISL_11477429	United Kingdom	BA.2
EPI_ISL_12204560	United Kingdom	BA.2
EPI_ISL_11752100	United Kingdom	BA.2
EPI_ISL_11830041	United Kingdom	BA.2
EPI_ISL_11228084	United Kingdom	BA.2
EPI_ISL_11640187	United Kingdom	BA.2.18
EPI_ISL_11640045	United Kingdom	BA.2.18
EPI_ISL_11700376	United Kingdom	BA.2.18
EPI_ISL_11510892	United Kingdom	BA.2.18
EPI_ISL_11810596	United Kingdom	BA.2.18
EPI_ISL_11546187	United Kingdom	BA.2.18
EPI_ISL_11278233	United Kingdom	BA.2.18
EPI_ISL_11801214	United Kingdom	BA.2.18
EPI_ISL_11393618	United Kingdom	BA.2.18
EPI_ISL_11657790	United Kingdom	BA.2.18
EPI_ISL_11194825	United Kingdom	BA.2.18
EPI_ISL_11549542	United Kingdom	BA.2.18
EPI_ISL_11726633	United Kingdom	BA.2.18
EPI_ISL_12121899	United Kingdom	BA.2.18
EPI_ISL_12178412	United Kingdom	BA.2.18
EPI_ISL_11649809	United Kingdom	BA.2.18
EPI_ISL_11917386	United Kingdom	BA.2.18
EPI_ISL_9892558	United Kingdom	BA.2.18
EPI_ISL_11864728	USA	BA.2.18
EPI_ISL_11391530	United Kingdom	BA.2.18
EPI_ISL_12010999	United Kingdom	BA.2.18
EPI_ISL_12121741	United Kingdom	BA.2.18
EPI_ISL_12178313	United Kingdom	BA.2.18
EPI_ISL_11423323	United Kingdom	BA.2
EPI_ISL_10887081	United Kingdom	BA.2
EPI_ISL_10802317	United Kingdom	BA.2
EPI_ISL_11920963	France	BA.2
EPI_ISL_11153178	United Kingdom	BA.2
EPI_ISL_10995012	United Kingdom	BA.2
EPI_ISL_10766800	United Kingdom	BA.2
EPI_ISL_11509583	United Kingdom	BA.2
EPI_ISL_11768685	United Kingdom	BA.2
EPI_ISL_11546672	United Kingdom	BA.2
EPI_ISL_10987520	United Kingdom	BA.2
EPI_ISL_11512282	United Kingdom	BA.2
EPI_ISL_12151676	United Kingdom	BA.2
EPI_ISL_12204242	United Kingdom	BA.2
EPI_ISL_11387411	United Kingdom	BA.2
EPI_ISL_12165965	Denmark	BA.2
EPI_ISL_11040156	United Kingdom	BA.2
EPI_ISL_11096794	United Kingdom	BA.2
EPI_ISL_11303510	United Kingdom	BA.2
EPI_ISL_11513070	United Kingdom	BA.2
EPI_ISL_10288116	United Kingdom	BA.2
EPI_ISL_11551952	United Kingdom	BA.2
EPI_ISL_12159282	United Kingdom	BA.2
EPI_ISL_12103562	United Kingdom	BA.2
EPI_ISL_11828923	United Kingdom	BA.2
EPI_ISL_12029231	United Kingdom	BA.2
EPI_ISL_11702490	United Kingdom	BA.2
EPI_ISL_12127318	Portugal	BA.2
EPI_ISL_10803772	United Kingdom	BA.2
EPI_ISL_10539656	United Kingdom	BA.2
EPI_ISL_11181653	United Kingdom	BA.2
EPI_ISL_11314931	United Kingdom	BA.2
EPI_ISL_11310522	Slovakia	BA.2
EPI_ISL_11443253	Denmark	BA.2
EPI_ISL_12163687	Denmark	BA.2
EPI_ISL_11155720	United Kingdom	BA.2
EPI_ISL_11690269	United Kingdom	BA.2
EPI_ISL_11941821	Portugal	BA.2
EPI_ISL_11964922	Germany	BA.2
EPI_ISL_12057151	Spain	BA.2
EPI_ISL_11247719	Spain	BA.2
EPI_ISL_11247707	Spain	BA.2
EPI_ISL_12087466	Spain	BA.2
EPI_ISL_11444171	Denmark	BA.2
EPI_ISL_10878562	South Africa	BA.2
EPI_ISL_9201493	South Africa	BA.2
EPI_ISL_11635238	Germany	BA.2
EPI_ISL_11542470	South Africa	BA.2
EPI_ISL_10878644	South Africa	BA.2
EPI_ISL_12027412	Germany	BA.2
EPI_ISL_11105115	South Africa	BA.2
EPI_ISL_11139935	South Africa	BA.2
EPI_ISL_8349474	Switzerland	BA.2
EPI_ISL_10646427	South Africa	BA.2
EPI_ISL_12130067	Switzerland	BA.2
EPI_ISL_9962796	South Africa	BA.2
EPI_ISL_9962828	South Africa	BA.2
EPI_ISL_11617219	Germany	BA.2
EPI_ISL_11506942	Portugal	BA.2
EPI_ISL_11643862	Denmark	BA.2
EPI_ISL_11444059	Denmark	BA.2
EPI_ISL_12165646	Denmark	BA.2
EPI_ISL_12162290	Denmark	BA.2
EPI_ISL_12116169	USA	BA.2
EPI_ISL_11654290	Germany	BA.2
EPI_ISL_11285162	Denmark	BA.2
EPI_ISL_11424535	France	BA.2
EPI_ISL_10366319	France	BA.2
EPI_ISL_11919420	France	BA.2
